district_year,location,year,POP,fips
North Carolina-Rutherford:2001,North Carolina-Rutherford,2001,63671,37161
North Carolina-Rutherford:2002,North Carolina-Rutherford,2002,63924,37161
North Carolina-Rutherford:2003,North Carolina-Rutherford,2003,64475,37161
North Carolina-Rutherford:2004,North Carolina-Rutherford,2004,64692,37161
North Carolina-Rutherford:2005,North Carolina-Rutherford,2005,65126,37161
North Carolina-Rutherford:2006,North Carolina-Rutherford,2006,65855,37161
North Carolina-Rutherford:2007,North Carolina-Rutherford,2007,66305,37161
North Carolina-Rutherford:2008,North Carolina-Rutherford,2008,67145,37161
North Carolina-Rutherford:2009,North Carolina-Rutherford,2009,67561,37161
North Carolina-Rutherford:2010,North Carolina-Rutherford,2010,67740,37161
North Carolina-Rutherford:2011,North Carolina-Rutherford,2011,67416,37161
North Carolina-Rutherford:2012,North Carolina-Rutherford,2012,67215,37161
North Carolina-Rutherford:2013,North Carolina-Rutherford,2013,66847,37161
North Carolina-Rutherford:2014,North Carolina-Rutherford,2014,66561,37161
North Carolina-Rutherford:2015,North Carolina-Rutherford,2015,66375,37161
North Carolina-Rutherford:2016,North Carolina-Rutherford,2016,66286,37161
North Carolina-Rutherford:2017,North Carolina-Rutherford,2017,66529,37161
North Carolina-Rutherford:2018,North Carolina-Rutherford,2018,66775,37161
North Carolina-Rutherford:2019,North Carolina-Rutherford,2019,67029,37161
North Carolina-Sampson:2000,North Carolina-Sampson,2000,60242,37163
North Carolina-Sampson:2001,North Carolina-Sampson,2001,60526,37163
North Carolina-Sampson:2002,North Carolina-Sampson,2002,60732,37163
North Carolina-Sampson:2003,North Carolina-Sampson,2003,61144,37163
North Carolina-Sampson:2004,North Carolina-Sampson,2004,61376,37163
North Carolina-Sampson:2005,North Carolina-Sampson,2005,61720,37163
North Carolina-Sampson:2006,North Carolina-Sampson,2006,62118,37163
North Carolina-Sampson:2007,North Carolina-Sampson,2007,62539,37163
North Carolina-Sampson:2008,North Carolina-Sampson,2008,62837,37163
North Carolina-Sampson:2009,North Carolina-Sampson,2009,63127,37163
North Carolina-Sampson:2010,North Carolina-Sampson,2010,63532,37163
North Carolina-Sampson:2011,North Carolina-Sampson,2011,63514,37163
North Carolina-Sampson:2012,North Carolina-Sampson,2012,63708,37163
North Carolina-Sampson:2013,North Carolina-Sampson,2013,63898,37163
North Carolina-Sampson:2014,North Carolina-Sampson,2014,63796,37163
North Carolina-Sampson:2015,North Carolina-Sampson,2015,63559,37163
North Carolina-Sampson:2016,North Carolina-Sampson,2016,63225,37163
North Carolina-Sampson:2017,North Carolina-Sampson,2017,63263,37163
North Carolina-Sampson:2018,North Carolina-Sampson,2018,63345,37163
North Carolina-Sampson:2019,North Carolina-Sampson,2019,63531,37163
North Carolina-Scotland:2000,North Carolina-Scotland,2000,35944,37165
North Carolina-Scotland:2001,North Carolina-Scotland,2001,35851,37165
North Carolina-Scotland:2002,North Carolina-Scotland,2002,35450,37165
North Carolina-Scotland:2003,North Carolina-Scotland,2003,35442,37165
North Carolina-Scotland:2004,North Carolina-Scotland,2004,36446,37165
North Carolina-Scotland:2005,North Carolina-Scotland,2005,36405,37165
North Carolina-Scotland:2006,North Carolina-Scotland,2006,36348,37165
North Carolina-Scotland:2007,North Carolina-Scotland,2007,36399,37165
North Carolina-Scotland:2008,North Carolina-Scotland,2008,36463,37165
North Carolina-Scotland:2009,North Carolina-Scotland,2009,36313,37165
North Carolina-Scotland:2010,North Carolina-Scotland,2010,36062,37165
North Carolina-Scotland:2011,North Carolina-Scotland,2011,36275,37165
North Carolina-Scotland:2012,North Carolina-Scotland,2012,36093,37165
North Carolina-Scotland:2013,North Carolina-Scotland,2013,35911,37165
North Carolina-Scotland:2014,North Carolina-Scotland,2014,35656,37165
North Carolina-Scotland:2015,North Carolina-Scotland,2015,35321,37165
North Carolina-Scotland:2016,North Carolina-Scotland,2016,35309,37165
North Carolina-Scotland:2017,North Carolina-Scotland,2017,35174,37165
North Carolina-Scotland:2018,North Carolina-Scotland,2018,34751,37165
North Carolina-Scotland:2019,North Carolina-Scotland,2019,34823,37165
North Carolina-Stanly:2000,North Carolina-Stanly,2000,58246,37167
North Carolina-Stanly:2001,North Carolina-Stanly,2001,58674,37167
North Carolina-Stanly:2002,North Carolina-Stanly,2002,58689,37167
North Carolina-Stanly:2003,North Carolina-Stanly,2003,58748,37167
North Carolina-Stanly:2004,North Carolina-Stanly,2004,58638,37167
North Carolina-Stanly:2005,North Carolina-Stanly,2005,58931,37167
North Carolina-Stanly:2006,North Carolina-Stanly,2006,59185,37167
North Carolina-Stanly:2007,North Carolina-Stanly,2007,59849,37167
North Carolina-Stanly:2008,North Carolina-Stanly,2008,60418,37167
North Carolina-Stanly:2009,North Carolina-Stanly,2009,60496,37167
North Carolina-Stanly:2010,North Carolina-Stanly,2010,60579,37167
North Carolina-Stanly:2011,North Carolina-Stanly,2011,60530,37167
North Carolina-Stanly:2012,North Carolina-Stanly,2012,60462,37167
North Carolina-Stanly:2013,North Carolina-Stanly,2013,60633,37167
North Carolina-Stanly:2014,North Carolina-Stanly,2014,60618,37167
North Carolina-Stanly:2015,North Carolina-Stanly,2015,60622,37167
North Carolina-Stanly:2016,North Carolina-Stanly,2016,60826,37167
North Carolina-Stanly:2017,North Carolina-Stanly,2017,61505,37167
North Carolina-Stanly:2018,North Carolina-Stanly,2018,62180,37167
North Carolina-Stanly:2019,North Carolina-Stanly,2019,62806,37167
North Carolina-Stokes:2000,North Carolina-Stokes,2000,44779,37169
North Carolina-Stokes:2001,North Carolina-Stokes,2001,44974,37169
North Carolina-Stokes:2002,North Carolina-Stokes,2002,45079,37169
North Carolina-Stokes:2003,North Carolina-Stokes,2003,45331,37169
North Carolina-Stokes:2004,North Carolina-Stokes,2004,45772,37169
North Carolina-Stokes:2005,North Carolina-Stokes,2005,46165,37169
North Carolina-Stokes:2006,North Carolina-Stokes,2006,46755,37169
North Carolina-Stokes:2007,North Carolina-Stokes,2007,47079,37169
North Carolina-Stokes:2008,North Carolina-Stokes,2008,47363,37169
North Carolina-Stokes:2009,North Carolina-Stokes,2009,47422,37169
North Carolina-Stokes:2010,North Carolina-Stokes,2010,47344,37169
North Carolina-Stokes:2011,North Carolina-Stokes,2011,47142,37169
North Carolina-Stokes:2012,North Carolina-Stokes,2012,46731,37169
North Carolina-Stokes:2013,North Carolina-Stokes,2013,46514,37169
North Carolina-Stokes:2014,North Carolina-Stokes,2014,46323,37169
North Carolina-Stokes:2015,North Carolina-Stokes,2015,46159,37169
North Carolina-Stokes:2016,North Carolina-Stokes,2016,45920,37169
North Carolina-Stokes:2017,North Carolina-Stokes,2017,45724,37169
North Carolina-Stokes:2018,North Carolina-Stokes,2018,45511,37169
North Carolina-Stokes:2019,North Carolina-Stokes,2019,45591,37169
North Carolina-Surry:2000,North Carolina-Surry,2000,71308,37171
North Carolina-Surry:2001,North Carolina-Surry,2001,71782,37171
North Carolina-Surry:2002,North Carolina-Surry,2002,72152,37171
North Carolina-Surry:2003,North Carolina-Surry,2003,72404,37171
North Carolina-Surry:2004,North Carolina-Surry,2004,72219,37171
North Carolina-Surry:2005,North Carolina-Surry,2005,72562,37171
North Carolina-Surry:2006,North Carolina-Surry,2006,72807,37171
North Carolina-Surry:2007,North Carolina-Surry,2007,73027,37171
North Carolina-Surry:2008,North Carolina-Surry,2008,73404,37171
North Carolina-Surry:2009,North Carolina-Surry,2009,73505,37171
North Carolina-Surry:2010,North Carolina-Surry,2010,73775,37171
North Carolina-Surry:2011,North Carolina-Surry,2011,73496,37171
North Carolina-Surry:2012,North Carolina-Surry,2012,73295,37171
North Carolina-Surry:2013,North Carolina-Surry,2013,72643,37171
North Carolina-Surry:2014,North Carolina-Surry,2014,72487,37171
North Carolina-Surry:2015,North Carolina-Surry,2015,71998,37171
North Carolina-Surry:2016,North Carolina-Surry,2016,72008,37171
North Carolina-Surry:2017,North Carolina-Surry,2017,72107,37171
North Carolina-Surry:2018,North Carolina-Surry,2018,71959,37171
North Carolina-Surry:2019,North Carolina-Surry,2019,71783,37171
North Carolina-Swain:2000,North Carolina-Swain,2000,13041,37173
North Carolina-Swain:2001,North Carolina-Swain,2001,13030,37173
North Carolina-Swain:2002,North Carolina-Swain,2002,13120,37173
North Carolina-Swain:2003,North Carolina-Swain,2003,13199,37173
North Carolina-Swain:2004,North Carolina-Swain,2004,13240,37173
North Carolina-Swain:2005,North Carolina-Swain,2005,13463,37173
North Carolina-Swain:2006,North Carolina-Swain,2006,13693,37173
North Carolina-Swain:2007,North Carolina-Swain,2007,13819,37173
North Carolina-Swain:2008,North Carolina-Swain,2008,13872,37173
North Carolina-Swain:2009,North Carolina-Swain,2009,13933,37173
North Carolina-Swain:2010,North Carolina-Swain,2010,14006,37173
North Carolina-Swain:2011,North Carolina-Swain,2011,14007,37173
North Carolina-Swain:2012,North Carolina-Swain,2012,14053,37173
North Carolina-Swain:2013,North Carolina-Swain,2013,13977,37173
North Carolina-Swain:2014,North Carolina-Swain,2014,14238,37173
North Carolina-Swain:2015,North Carolina-Swain,2015,14326,37173
North Carolina-Swain:2016,North Carolina-Swain,2016,14190,37173
North Carolina-Swain:2017,North Carolina-Swain,2017,14263,37173
North Carolina-Swain:2018,North Carolina-Swain,2018,14249,37173
North Carolina-Swain:2019,North Carolina-Swain,2019,14271,37173
North Carolina-Transylvania:2000,North Carolina-Transylvania,2000,29416,37175
North Carolina-Transylvania:2001,North Carolina-Transylvania,2001,29619,37175
North Carolina-Transylvania:2002,North Carolina-Transylvania,2002,30009,37175
North Carolina-Transylvania:2003,North Carolina-Transylvania,2003,30073,37175
North Carolina-Transylvania:2004,North Carolina-Transylvania,2004,30417,37175
North Carolina-Transylvania:2005,North Carolina-Transylvania,2005,30910,37175
North Carolina-Transylvania:2006,North Carolina-Transylvania,2006,31469,37175
North Carolina-Transylvania:2007,North Carolina-Transylvania,2007,32061,37175
North Carolina-Transylvania:2008,North Carolina-Transylvania,2008,32543,37175
North Carolina-Transylvania:2009,North Carolina-Transylvania,2009,32852,37175
North Carolina-Transylvania:2010,North Carolina-Transylvania,2010,33085,37175
North Carolina-Transylvania:2011,North Carolina-Transylvania,2011,32807,37175
North Carolina-Transylvania:2012,North Carolina-Transylvania,2012,32835,37175
North Carolina-Transylvania:2013,North Carolina-Transylvania,2013,32827,37175
North Carolina-Transylvania:2014,North Carolina-Transylvania,2014,32952,37175
North Carolina-Transylvania:2015,North Carolina-Transylvania,2015,33157,37175
North Carolina-Transylvania:2016,North Carolina-Transylvania,2016,33393,37175
North Carolina-Transylvania:2017,North Carolina-Transylvania,2017,33767,37175
North Carolina-Transylvania:2018,North Carolina-Transylvania,2018,34173,37175
North Carolina-Transylvania:2019,North Carolina-Transylvania,2019,34385,37175
North Carolina-Tyrrell:2000,North Carolina-Tyrrell,2000,4126,37177
North Carolina-Tyrrell:2001,North Carolina-Tyrrell,2001,4166,37177
North Carolina-Tyrrell:2002,North Carolina-Tyrrell,2002,4235,37177
North Carolina-Tyrrell:2003,North Carolina-Tyrrell,2003,4344,37177
North Carolina-Tyrrell:2004,North Carolina-Tyrrell,2004,4289,37177
North Carolina-Tyrrell:2005,North Carolina-Tyrrell,2005,4280,37177
North Carolina-Tyrrell:2006,North Carolina-Tyrrell,2006,4339,37177
North Carolina-Tyrrell:2007,North Carolina-Tyrrell,2007,4402,37177
North Carolina-Tyrrell:2008,North Carolina-Tyrrell,2008,4353,37177
North Carolina-Tyrrell:2009,North Carolina-Tyrrell,2009,4358,37177
North Carolina-Tyrrell:2010,North Carolina-Tyrrell,2010,4415,37177
North Carolina-Tyrrell:2011,North Carolina-Tyrrell,2011,4337,37177
North Carolina-Tyrrell:2012,North Carolina-Tyrrell,2012,4122,37177
North Carolina-Tyrrell:2013,North Carolina-Tyrrell,2013,4104,37177
North Carolina-Tyrrell:2014,North Carolina-Tyrrell,2014,4120,37177
North Carolina-Tyrrell:2015,North Carolina-Tyrrell,2015,4139,37177
North Carolina-Tyrrell:2016,North Carolina-Tyrrell,2016,4024,37177
North Carolina-Tyrrell:2017,North Carolina-Tyrrell,2017,4180,37177
North Carolina-Tyrrell:2018,North Carolina-Tyrrell,2018,4115,37177
North Carolina-Tyrrell:2019,North Carolina-Tyrrell,2019,4016,37177
North Carolina-Union:2000,North Carolina-Union,2000,125573,37179
North Carolina-Union:2001,North Carolina-Union,2001,131661,37179
North Carolina-Union:2002,North Carolina-Union,2002,138329,37179
North Carolina-Union:2003,North Carolina-Union,2003,144244,37179
North Carolina-Union:2004,North Carolina-Union,2004,151452,37179
North Carolina-Union:2005,North Carolina-Union,2005,160835,37179
North Carolina-Union:2006,North Carolina-Union,2006,172529,37179
North Carolina-Union:2007,North Carolina-Union,2007,184782,37179
North Carolina-Union:2008,North Carolina-Union,2008,193678,37179
North Carolina-Union:2009,North Carolina-Union,2009,198533,37179
North Carolina-Union:2010,North Carolina-Union,2010,202109,37179
North Carolina-Union:2011,North Carolina-Union,2011,204888,37179
North Carolina-Union:2012,North Carolina-Union,2012,208069,37179
North Carolina-Union:2013,North Carolina-Union,2013,212200,37179
North Carolina-Union:2014,North Carolina-Union,2014,217689,37179
North Carolina-Union:2015,North Carolina-Union,2015,221949,37179
North Carolina-Union:2016,North Carolina-Union,2016,226279,37179
North Carolina-Union:2017,North Carolina-Union,2017,231350,37179
North Carolina-Union:2018,North Carolina-Union,2018,235830,37179
North Carolina-Union:2019,North Carolina-Union,2019,239859,37179
North Carolina-Vance:2000,North Carolina-Vance,2000,43159,37181
North Carolina-Vance:2001,North Carolina-Vance,2001,43932,37181
North Carolina-Vance:2002,North Carolina-Vance,2002,44056,37181
North Carolina-Vance:2003,North Carolina-Vance,2003,44030,37181
North Carolina-Vance:2004,North Carolina-Vance,2004,44081,37181
North Carolina-Vance:2005,North Carolina-Vance,2005,44136,37181
North Carolina-Vance:2006,North Carolina-Vance,2006,44574,37181
North Carolina-Vance:2007,North Carolina-Vance,2007,44676,37181
North Carolina-Vance:2008,North Carolina-Vance,2008,44977,37181
North Carolina-Vance:2009,North Carolina-Vance,2009,45223,37181
North Carolina-Vance:2010,North Carolina-Vance,2010,45289,37181
North Carolina-Vance:2011,North Carolina-Vance,2011,45288,37181
North Carolina-Vance:2012,North Carolina-Vance,2012,45093,37181
North Carolina-Vance:2013,North Carolina-Vance,2013,44491,37181
North Carolina-Vance:2014,North Carolina-Vance,2014,44517,37181
North Carolina-Vance:2015,North Carolina-Vance,2015,44459,37181
North Carolina-Vance:2016,North Carolina-Vance,2016,44485,37181
North Carolina-Vance:2017,North Carolina-Vance,2017,44281,37181
North Carolina-Vance:2018,North Carolina-Vance,2018,44635,37181
North Carolina-Vance:2019,North Carolina-Vance,2019,44535,37181
North Carolina-Wake:2000,North Carolina-Wake,2000,633267,37183
North Carolina-Wake:2001,North Carolina-Wake,2001,656819,37183
North Carolina-Wake:2002,North Carolina-Wake,2002,676392,37183
North Carolina-Wake:2003,North Carolina-Wake,2003,695746,37183
North Carolina-Wake:2004,North Carolina-Wake,2004,716336,37183
North Carolina-Wake:2005,North Carolina-Wake,2005,746048,37183
North Carolina-Wake:2006,North Carolina-Wake,2006,784038,37183
North Carolina-Wake:2007,North Carolina-Wake,2007,821607,37183
North Carolina-Wake:2008,North Carolina-Wake,2008,856492,37183
North Carolina-Wake:2009,North Carolina-Wake,2009,883624,37183
North Carolina-Wake:2010,North Carolina-Wake,2010,906870,37183
North Carolina-Wake:2011,North Carolina-Wake,2011,928787,37183
North Carolina-Wake:2012,North Carolina-Wake,2012,952060,37183
North Carolina-Wake:2013,North Carolina-Wake,2013,974198,37183
North Carolina-Wake:2014,North Carolina-Wake,2014,997788,37183
North Carolina-Wake:2015,North Carolina-Wake,2015,1022319,37183
North Carolina-Wake:2016,North Carolina-Wake,2016,1048335,37183
North Carolina-Wake:2017,North Carolina-Wake,2017,1071706,37183
North Carolina-Wake:2018,North Carolina-Wake,2018,1091273,37183
North Carolina-Wake:2019,North Carolina-Wake,2019,1111761,37183
North Carolina-Warren:2000,North Carolina-Warren,2000,19913,37185
North Carolina-Warren:2001,North Carolina-Warren,2001,20067,37185
North Carolina-Warren:2002,North Carolina-Warren,2002,20131,37185
North Carolina-Warren:2003,North Carolina-Warren,2003,20293,37185
North Carolina-Warren:2004,North Carolina-Warren,2004,20464,37185
North Carolina-Warren:2005,North Carolina-Warren,2005,20642,37185
North Carolina-Warren:2006,North Carolina-Warren,2006,20513,37185
North Carolina-Warren:2007,North Carolina-Warren,2007,20724,37185
North Carolina-Warren:2008,North Carolina-Warren,2008,20923,37185
North Carolina-Warren:2009,North Carolina-Warren,2009,20959,37185
North Carolina-Warren:2010,North Carolina-Warren,2010,20987,37185
